SO2,NO2,O3,CO,PM10,PM2.5,total_bad
0.004,0.031,0.033,0.3,29.0,17.0,0
0.005,0.013000000000000001,0.045,0.2,84.0,10.0,0
0.006999999999999999,0.013000000000000001,0.047,0.5,90.0,31.0,0
0.002,0.016,0.055999999999999994,0.3,11.0,5.0,0
0.011000000000000001,0.027000000000000003,0.055,0.6,58.0,37.0,0
0.004,0.026000000000000002,0.057,0.6,69.0,40.0,0
0.002,0.02,0.027000000000000003,0.3,30.0,11.0,0
0.002,0.012,0.040999999999999995,0.2,17.0,2.0,0
0.003,0.06,0.002,0.8,37.0,28.0,0
0.002,0.006999999999999999,0.027999999999999997,0.3,9.0,4.0,0
0.006,0.0,0.009000000000000001,0.1,36.0,24.0,0
0.004,0.027999999999999997,0.059000000000000004,0.7,58.0,20.0,0
0.003,0.009000000000000001,0.009000000000000001,0.5,14.0,2.0,0
0.005,0.01,0.040999999999999995,0.1,5.0,3.0,0
0.003,0.019,0.005,0.3,30.0,20.0,0
0.01,0.063,0.003,0.7,48.0,28.0,0
0.006,0.008,0.03,0.3,3.0,2.0,0
0.006,0.061,0.004,0.8,67.0,32.0,0
0.008,0.036000000000000004,0.061,0.5,66.0,40.0,0
0.004,0.021,0.026000000000000002,0.6,65.0,42.0,0
0.006999999999999999,0.024,0.067,0.4,69.0,36.0,0
0.005,0.027999999999999997,0.013999999999999999,0.5,28.0,16.0,0
0.006,0.023,0.013999999999999999,0.5,38.0,14.0,0
0.006999999999999999,0.025,0.04,0.5,63.0,31.0,0
0.004,0.013000000000000001,0.027999999999999997,0.3,14.0,3.0,0
0.004,0.037000000000000005,0.013999999999999999,0.6,86.0,64.0,0
0.005,0.013000000000000001,0.036000000000000004,0.3,15.0,9.0,0
0.004,0.027999999999999997,0.004,1.0,33.0,16.0,0
0.006,0.015,0.009000000000000001,0.2,22.0,11.0,0
0.004,0.02,0.045,0.4,41.0,33.0,0
0.005,0.018000000000000002,0.042,0.3,-1.0,-1.0,0
0.002,0.013999999999999999,0.040999999999999995,0.4,14.0,9.0,0
0.005,0.036000000000000004,0.009000000000000001,0.5,47.0,40.0,0
0.002,0.013999999999999999,0.033,0.2,25.0,13.0,0
0.002,0.02,0.027000000000000003,0.4,11.0,7.0,0
0.002,0.015,0.033,0.4,40.0,11.0,0
0.004,0.051,0.003,0.8,40.0,31.0,0
0.006999999999999999,0.071,0.002,1.4,141.0,111.0,0
0.002,0.025,0.003,0.5,11.0,11.0,0
0.004,0.022000000000000002,0.024,0.5,53.0,32.0,0
0.005,0.019,0.023,0.3,18.0,9.0,0
0.003,0.021,0.021,0.4,36.0,18.0,0
0.006,0.046,0.01,0.6,51.0,42.0,0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
0.008,0.064,0.005,1.2,114.0,86.0,0
0.002,0.045,0.011000000000000001,0.5,41.0,27.0,0
0.005,0.008,0.031,0.5,6.0,3.0,0
0.004,0.033,0.046,0.3,58.0,28.0,0
0.005,0.062,0.002,0.9,53.0,37.0,0
0.006999999999999999,0.061,0.004,0.7,52.0,32.0,0
0.006999999999999999,0.049,0.019,0.7,85.0,62.0,0
0.006999999999999999,0.055,0.002,0.8,30.0,19.0,0
0.005,0.042,0.016,0.7,62.0,30.0,0
0.004,0.023,0.003,0.5,36.0,23.0,0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
0.005,0.015,0.066,0.4,178.0,29.0,0
0.006,0.037000000000000005,0.016,0.4,30.0,18.0,0
0.005,0.021,0.026000000000000002,0.4,52.0,29.0,0
0.002,0.023,0.037000000000000005,0.3,5.0,2.0,0
0.004,0.018000000000000002,0.040999999999999995,0.4,21.0,13.0,0
0.005,0.017,0.02,0.5,52.0,32.0,0
0.003,0.013999999999999999,0.022000000000000002,0.5,21.0,17.0,0
0.005,0.037000000000000005,0.004,0.4,30.0,18.0,0
0.005,0.027000000000000003,0.011000000000000001,0.7,34.0,22.0,0
0.006,0.049,0.009000000000000001,0.5,16.0,11.0,0
0.004,0.046,0.005,0.8,33.0,22.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.003,0.036000000000000004,0.021,0.5,50.0,29.0,0
0.004,0.035,0.013000000000000001,0.6,35.0,24.0,0
0.003,0.012,0.036000000000000004,0.3,22.0,17.0,0
0.002,0.022000000000000002,0.015,0.2,19.0,13.0,0
0.004,0.017,0.013000000000000001,0.4,5.0,3.0,0
0.004,0.027000000000000003,0.022000000000000002,0.4,26.0,13.0,0
0.004,0.040999999999999995,0.01,0.3,29.0,8.0,0
0.008,0.026000000000000002,0.011000000000000001,0.5,102.0,29.0,0
0.002,0.033,0.02,0.5,48.0,27.0,0
0.005,0.025,0.03,0.2,39.0,18.0,0
0.004,0.004,0.027000000000000003,0.3,22.0,6.0,0
0.004,0.015,0.016,0.3,22.0,14.0,0
0.008,0.021,0.092,0.7,71.0,48.0,0
0.004,0.064,0.001,1.2,68.0,44.0,0
0.006999999999999999,0.02,0.026000000000000002,0.4,17.0,11.0,0
0.003,0.040999999999999995,0.02,0.8,84.0,70.0,0
0.003,0.042,0.004,0.6,30.0,18.0,0
0.002,0.055999999999999994,0.006,0.2,22.0,20.0,0
0.006,0.031,0.048,0.3,43.0,37.0,0
0.005,0.024,0.038,0.5,60.0,22.0,0
0.003,0.006999999999999999,0.042,0.2,10.0,1.0,0
0.004,0.027000000000000003,0.015,0.5,33.0,30.0,0
0.006,0.011000000000000001,0.039,0.3,0.0,0.0,0
0.003,0.008,0.033,0.3,11.0,3.0,0
0.005,0.032,0.015,0.6,56.0,31.0,0
0.003,0.009000000000000001,0.028999999999999998,0.3,19.0,15.0,0
0.006,0.063,0.003,0.8,45.0,24.0,0
0.005,0.040999999999999995,0.013999999999999999,0.5,36.0,22.0,0
0.005,0.055999999999999994,0.022000000000000002,0.6,61.0,31.0,0
0.002,0.027999999999999997,0.016,0.2,10.0,3.0,0
0.006,0.018000000000000002,0.054000000000000006,0.4,29.0,21.0,0
0.003,0.046,0.002,0.6,58.0,45.0,0
0.005,0.038,0.012,0.6,56.0,39.0,0
0.006,0.021,0.07,0.4,59.0,22.0,0
0.005,0.028999999999999998,0.003,0.7,35.0,26.0,0
0.004,0.023,0.024,0.4,27.0,14.0,0
0.002,0.003,0.047,0.5,15.0,14.0,0
0.004,0.03,0.031,0.4,22.0,15.0,0
0.002,0.027999999999999997,0.034,0.4,20.0,8.0,0
0.003,0.02,0.023,0.3,24.0,14.0,0
0.006,0.064,0.002,0.9,41.0,25.0,0
0.003,0.023,0.069,0.7,49.0,37.0,0
0.003,0.006999999999999999,0.027999999999999997,0.3,10.0,6.0,0
0.004,0.044000000000000004,0.01,0.7,42.0,12.0,0
0.003,0.021,0.032,0.4,26.0,20.0,0
0.004,0.024,0.019,0.8,37.0,18.0,0
0.005,0.048,0.028999999999999998,0.8,57.0,37.0,0
0.004,0.018000000000000002,0.040999999999999995,0.4,32.0,24.0,0
0.004,0.021,0.045,0.4,31.0,21.0,0
0.006999999999999999,0.043,0.02,0.4,67.0,35.0,0
0.006,0.024,0.005,0.7,50.0,29.0,0
0.004,0.046,0.01,0.6,53.0,28.0,0
0.006,0.039,0.009000000000000001,0.5,47.0,15.0,0
0.004,0.021,0.061,0.4,43.0,18.0,0
0.004,0.036000000000000004,0.037000000000000005,0.6,76.0,42.0,0
0.004,0.053,0.011000000000000001,0.6,41.0,35.0,0
0.006,0.021,0.027000000000000003,0.6,59.0,48.0,0
0.003,0.021,0.022000000000000002,0.5,26.0,18.0,0
0.004,0.035,0.013999999999999999,0.4,35.0,25.0,0
0.003,0.015,0.019,0.2,34.0,16.0,0
0.002,0.02,0.001,0.9,28.0,8.0,0
0.004,0.009000000000000001,0.031,0.3,28.0,12.0,0
0.004,0.038,0.040999999999999995,0.5,68.0,24.0,0
0.004,0.044000000000000004,0.002,0.7,42.0,20.0,0
0.005,0.023,0.025,0.6,45.0,24.0,0
0.004,0.047,0.003,0.6,32.0,20.0,0
0.004,0.015,0.035,0.2,72.0,20.0,0
0.002,0.032,0.002,0.6,27.0,17.0,0
0.005,0.038,0.009000000000000001,0.7,58.0,30.0,0
0.005,0.04,0.002,0.7,33.0,24.0,0
0.004,0.044000000000000004,0.006999999999999999,0.6,27.0,9.0,0
0.004,0.012,0.028999999999999998,0.5,19.0,9.0,0
0.006,0.10400000000000001,0.003,1.1,123.0,73.0,0
0.003,0.016,0.018000000000000002,0.4,37.0,20.0,0
0.004,0.015,0.017,0.3,42.0,40.0,0
0.005,0.018000000000000002,0.018000000000000002,0.6,97.0,85.0,0
0.006,0.044000000000000004,0.005,0.9,71.0,45.0,0
0.006,0.027999999999999997,0.025,0.7,101.0,68.0,0
0.004,0.02,0.071,0.4,58.0,30.0,0
0.005,0.021,0.027999999999999997,0.4,55.0,44.0,0
0.008,0.001,0.003,0.9,55.0,39.0,0
0.003,0.023,0.032,0.3,40.0,8.0,0
0.004,0.021,0.031,0.4,39.0,27.0,0
0.003,0.052000000000000005,0.005,0.2,143.0,14.0,0
0.005,0.033,0.013000000000000001,0.8,41.0,30.0,0
0.003,0.006,0.037000000000000005,0.7,7.0,2.0,0
0.003,0.016,0.027999999999999997,0.7,41.0,30.0,0
0.006,0.042,0.018000000000000002,0.6,34.0,24.0,0
0.004,0.027999999999999997,0.023,0.5,17.0,15.0,0
0.003,0.016,0.04,0.3,42.0,11.0,0
0.004,0.024,0.023,0.5,51.0,29.0,0
0.004,0.065,0.003,1.1,47.0,26.0,0
0.003,0.04,0.005,0.4,23.0,12.0,0
0.004,0.059000000000000004,0.005,0.8,81.0,74.0,0
0.005,0.026000000000000002,0.07,0.4,54.0,46.0,0
0.004,0.036000000000000004,0.035,0.4,40.0,27.0,0
0.006999999999999999,0.08,0.003,1.4,90.0,60.0,0
0.003,0.018000000000000002,0.006,0.3,28.0,9.0,0
0.006999999999999999,0.038,0.018000000000000002,0.9,122.0,100.0,0
0.005,0.021,0.035,0.3,36.0,17.0,0
0.003,0.013000000000000001,0.036000000000000004,0.3,25.0,12.0,0
0.005,0.049,0.005,0.8,40.0,24.0,0
0.005,0.016,0.03,0.6,66.0,34.0,0
0.004,0.005,0.023,0.1,10.0,9.0,0
0.008,0.018000000000000002,0.096,0.4,73.0,48.0,0
0.006,0.025,0.042,0.4,39.0,29.0,0
0.003,0.022000000000000002,0.04,0.4,30.0,13.0,0
0.006,0.040999999999999995,0.009000000000000001,0.7,51.0,27.0,0
0.004,0.011000000000000001,0.01,0.3,12.0,5.0,0
0.003,0.031,0.003,0.5,4.0,5.0,0
0.003,0.013999999999999999,0.048,0.3,33.0,3.0,0
0.005,0.013000000000000001,0.065,0.3,22.0,12.0,0
0.006,0.039,0.002,0.0,0.0,0.0,0
0.006,0.022000000000000002,0.053,0.4,45.0,33.0,0
0.003,0.013999999999999999,0.054000000000000006,0.5,14.0,13.0,0
0.005,0.043,0.002,0.4,15.0,7.0,0
0.005,0.038,0.021,0.5,36.0,13.0,0
0.003,0.036000000000000004,0.02,0.4,35.0,16.0,0
0.003,0.006999999999999999,0.039,0.2,12.0,5.0,0
0.003,0.023,0.027000000000000003,0.6,38.0,32.0,0
0.005,0.011000000000000001,0.027000000000000003,0.3,36.0,15.0,0
0.003,0.052000000000000005,0.003,0.9,28.0,10.0,0
0.005,0.008,0.025,0.5,31.0,22.0,0
0.002,0.011000000000000001,0.022000000000000002,0.4,5.0,8.0,0
0.006,0.035,0.018000000000000002,0.4,32.0,22.0,0
0.003,0.022000000000000002,0.009000000000000001,0.5,32.0,20.0,0
0.004,0.043,0.004,0.8,30.0,11.0,0
0.004,0.042,0.07,0.6,127.0,75.0,0
0.005,0.02,0.037000000000000005,0.4,30.0,23.0,0
0.006,0.016,0.026000000000000002,0.4,30.0,10.0,0
0.003,0.047,0.009000000000000001,0.6,18.0,11.0,0
0.003,0.033,0.002,0.5,26.0,17.0,0
0.005,0.017,0.044000000000000004,0.6,42.0,39.0,0
0.005,0.043,0.004,0.7,23.0,16.0,0
0.004,0.045,0.002,1.1,77.0,39.0,0
0.005,0.027999999999999997,0.032,0.7,39.0,25.0,0
0.003,0.016,0.053,0.3,37.0,17.0,0
0.003,0.035,0.039,0.5,43.0,23.0,0
0.004,0.01,0.028999999999999998,0.4,29.0,14.0,0
0.002,0.042,0.003,0.4,19.0,9.0,0
0.006,0.015,0.05,0.4,29.0,20.0,0
0.004,0.013999999999999999,0.019,0.2,19.0,11.0,0
0.005,0.027000000000000003,0.016,0.4,27.0,12.0,0
0.003,0.028999999999999998,0.004,0.5,27.0,21.0,0
0.003,0.018000000000000002,0.04,0.4,23.0,16.0,0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
0.005,0.054000000000000006,0.002,0.9,34.0,22.0,0
0.005,0.03,0.017,0.2,28.0,25.0,0
0.003,0.012,0.048,0.5,43.0,34.0,0
0.006,0.047,0.024,0.7,35.0,15.0,0
0.003,0.013999999999999999,0.038,0.2,21.0,23.0,0
0.004,0.018000000000000002,0.042,0.4,32.0,18.0,0
0.003,0.027999999999999997,0.013000000000000001,0.4,6.0,4.0,0
0.003,0.052000000000000005,0.003,0.7,34.0,20.0,0
0.003,0.015,0.051,0.3,24.0,10.0,0
0.005,0.040999999999999995,0.013999999999999999,0.6,51.0,19.0,0
0.006999999999999999,0.045,0.006999999999999999,0.5,6.0,8.0,0
0.004,0.039,0.005,0.7,40.0,22.0,0
0.004,0.057,0.004,0.7,84.0,56.0,0
0.003,0.032,0.024,0.5,23.0,15.0,0
0.005,0.038,0.012,1.1,42.0,18.0,0
0.006,0.015,0.03,0.8,41.0,18.0,0
0.004,0.015,0.021,0.4,30.0,16.0,0
0.003,0.035,0.002,0.6,27.0,22.0,0
0.004,0.055999999999999994,0.002,0.8,70.0,59.0,0
0.004,0.016,0.022000000000000002,0.3,15.0,12.0,0
0.008,0.035,0.051,0.7,71.0,38.0,0
0.004,0.033,0.013000000000000001,0.7,97.0,64.0,0
0.004,0.01,0.027999999999999997,0.4,30.0,6.0,0
0.006,0.035,0.001,0.9,77.0,48.0,0
0.006,0.046,0.001,0.8,49.0,34.0,0
0.006999999999999999,0.031,0.02,0.6,65.0,15.0,0
0.006,0.032,0.009000000000000001,0.6,48.0,23.0,0
0.003,0.016,0.079,0.3,22.0,8.0,0
0.003,0.017,0.032,0.4,16.0,11.0,0
0.005,0.021,0.021,0.4,38.0,17.0,0
0.003,0.01,0.039,0.3,17.0,16.0,0
0.006,0.055,0.006,0.8,49.0,29.0,0
0.004,0.02,0.032,0.3,56.0,32.0,0
0.004,0.013999999999999999,0.018000000000000002,0.4,12.0,20.0,0
0.005,0.01,0.028999999999999998,0.4,42.0,22.0,0
0.006,0.009000000000000001,0.004,0.3,14.0,5.0,0
0.005,0.034,0.011000000000000001,0.6,60.0,43.0,0
0.004,0.02,0.008,0.6,33.0,16.0,0
0.004,0.018000000000000002,0.025,0.4,28.0,14.0,0
0.005,0.02,0.10800000000000001,0.4,75.0,35.0,0
0.004,0.039,0.018000000000000002,0.7,97.0,86.0,0
0.006,0.021,0.01,0.5,22.0,7.0,0
0.003,0.027000000000000003,0.034,0.6,23.0,14.0,0
0.004,0.016,0.004,0.3,27.0,11.0,0
0.003,0.027000000000000003,0.084,0.4,31.0,15.0,0
0.003,0.039,0.01,0.8,13.0,1.0,0
0.006999999999999999,0.049,0.002,0.7,84.0,70.0,0
0.002,0.009000000000000001,0.019,0.2,19.0,16.0,0
0.003,0.054000000000000006,0.011000000000000001,0.5,24.0,14.0,0
0.004,0.02,0.011000000000000001,0.3,25.0,21.0,0
0.005,0.028999999999999998,0.036000000000000004,0.6,23.0,19.0,0
0.005,0.049,0.002,0.8,36.0,31.0,0
0.005,0.044000000000000004,0.003,0.7,18.0,11.0,0
0.006,0.015,0.018000000000000002,0.5,21.0,8.0,0
0.002,0.022000000000000002,0.037000000000000005,0.3,27.0,18.0,0
0.005,0.015,0.048,0.4,28.0,12.0,0
0.066,0.02,0.004,6.5,0.0,20.0,0
0.003,0.034,0.012,0.5,13.0,14.0,0
0.005,0.06,0.004,0.5,58.0,38.0,0
0.009000000000000001,0.083,0.003,1.1,100.0,70.0,0
0.002,0.012,0.051,0.3,11.0,10.0,0
0.004,0.042,0.038,0.2,22.0,13.0,0
0.003,0.003,0.032,0.3,6.0,5.0,0
0.005,0.03,0.022000000000000002,0.6,51.0,38.0,0
0.006999999999999999,0.071,0.001,1.0,45.0,37.0,0
0.004,0.02,0.024,0.5,23.0,16.0,0
0.006999999999999999,0.019,0.073,0.4,95.0,39.0,0
0.004,0.047,0.018000000000000002,0.6,83.0,57.0,0
0.006999999999999999,0.039,0.016,0.5,45.0,28.0,0
0.004,0.055999999999999994,0.002,1.4,97.0,67.0,0
0.006999999999999999,0.055999999999999994,0.002,1.1,47.0,33.0,0
0.005,0.021,0.01,0.5,22.0,13.0,0
0.005,0.021,0.02,0.5,15.0,7.0,0
0.004,0.024,0.034,0.3,19.0,7.0,0
0.003,0.023,0.027000000000000003,0.2,13.0,6.0,0
0.006,0.064,0.002,1.0,108.0,72.0,0
0.003,0.03,0.017,0.3,33.0,9.0,0
0.005,0.036000000000000004,0.006,0.4,24.0,21.0,0
0.004,0.025,0.033,0.5,42.0,17.0,0
0.005,0.047,0.001,0.5,53.0,32.0,0
0.004,0.033,0.006,0.5,27.0,17.0,0
0.004,0.011000000000000001,0.024,1.5,33.0,9.0,0
0.006,0.055,0.013000000000000001,0.5,74.0,28.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.009000000000000001,0.055,0.034,0.7,130.0,89.0,0
0.006999999999999999,0.015,0.033,0.4,18.0,11.0,0
0.012,0.087,0.004,1.8,115.0,89.0,0
0.006,0.016,0.040999999999999995,0.3,15.0,10.0,0
0.01,0.055999999999999994,0.013000000000000001,0.8,117.0,83.0,0
0.003,0.015,0.034,0.2,35.0,11.0,0
0.002,0.013000000000000001,0.038,0.3,25.0,18.0,0
0.004,0.017,0.038,0.4,25.0,14.0,0
0.005,0.026000000000000002,0.011000000000000001,0.3,29.0,13.0,0
0.003,0.01,0.034,0.4,28.0,10.0,0
0.003,0.008,0.016,0.1,7.0,3.0,0
0.004,0.022000000000000002,0.027000000000000003,0.4,50.0,33.0,0
0.006999999999999999,0.07400000000000001,0.006,1.2,88.0,66.0,0
0.004,0.047,0.002,0.7,46.0,20.0,0
0.004,0.012,0.023,0.2,9.0,8.0,0
0.003,0.006,0.028999999999999998,0.3,17.0,9.0,0
0.006999999999999999,0.053,0.032,0.8,126.0,81.0,0
0.008,0.052000000000000005,0.005,0.6,51.0,21.0,0
0.003,0.016,0.016,0.3,9.0,3.0,0
0.004,0.015,0.016,0.3,11.0,8.0,0
0.006999999999999999,0.023,0.094,0.6,72.0,46.0,0
0.003,0.043,0.018000000000000002,0.5,32.0,21.0,0
0.003,0.019,0.03,0.3,31.0,13.0,0
0.006999999999999999,0.027999999999999997,0.042,0.4,49.0,29.0,0
0.003,0.037000000000000005,0.009000000000000001,0.8,52.0,29.0,0
0.004,0.040999999999999995,0.006,0.6,50.0,25.0,0
0.004,0.01,0.025,0.3,18.0,1.0,0
0.005,0.023,0.018000000000000002,0.5,8.0,7.0,0
0.005,0.012,0.053,0.5,23.0,14.0,0
0.003,0.015,0.023,0.3,9.0,4.0,0
0.003,0.018000000000000002,0.034,0.4,37.0,20.0,0
0.006999999999999999,0.026000000000000002,0.064,0.3,59.0,42.0,0
0.003,0.038,0.011000000000000001,0.6,31.0,19.0,0
0.002,0.011000000000000001,0.03,0.6,9.0,3.0,0
0.003,0.032,0.011000000000000001,0.6,56.0,35.0,0
0.004,0.039,0.003,0.5,65.0,24.0,0
0.004,0.037000000000000005,0.012,0.4,13.0,11.0,0
0.004,0.01,0.023,0.3,11.0,3.0,0
0.006,0.027000000000000003,0.008,0.3,14.0,4.0,0
0.004,0.05,0.037000000000000005,0.6,79.0,68.0,0
0.005,0.018000000000000002,0.019,0.6,30.0,16.0,0
0.004,0.013999999999999999,0.026000000000000002,0.4,23.0,16.0,0
0.004,0.023,0.021,0.2,28.0,15.0,0
0.004,0.024,0.001,0.5,38.0,15.0,0
0.002,0.01,0.033,0.3,24.0,12.0,0
0.005,0.036000000000000004,0.013000000000000001,0.9,41.0,26.0,0
0.004,0.028999999999999998,0.008,0.6,25.0,18.0,0
0.003,0.049,0.005,0.8,72.0,47.0,0
0.0,0.0,0.0,0.0,54.0,25.0,0
0.003,0.025,0.064,0.4,25.0,18.0,0
0.006999999999999999,0.018000000000000002,0.023,0.4,74.0,21.0,0
0.003,0.045,0.006999999999999999,0.4,30.0,16.0,0
0.003,0.049,0.006,0.6,62.0,46.0,0
0.005,0.047,0.025,0.5,31.0,13.0,0
0.003,0.017,0.021,0.4,17.0,4.0,0
0.005,0.057,0.003,0.6,57.0,41.0,0
0.002,0.01,0.02,0.3,22.0,20.0,0
0.003,0.042,0.006,0.6,31.0,19.0,0
0.003,0.040999999999999995,0.004,0.6,23.0,17.0,0
0.009000000000000001,0.054000000000000006,0.006999999999999999,0.6,69.0,52.0,0
0.004,0.045,0.006,0.4,27.0,14.0,0
0.004,0.01,0.027000000000000003,0.5,59.0,15.0,0
0.005,0.053,0.006,0.2,31.0,13.0,0
0.003,0.031,0.048,0.5,69.0,49.0,0
0.004,0.033,0.033,0.4,36.0,24.0,0
0.002,0.043,0.011000000000000001,0.6,39.0,28.0,0
0.005,0.03,0.031,0.4,21.0,10.0,0
0.006,0.027999999999999997,0.004,0.6,41.0,26.0,0
0.003,0.053,0.018000000000000002,0.5,39.0,24.0,0
0.005,0.062,0.003,0.8,74.0,43.0,0
0.002,0.016,0.091,0.2,17.0,10.0,0
0.002,0.027000000000000003,0.059000000000000004,0.7,51.0,34.0,0
0.005,0.065,0.005,0.8,44.0,32.0,0
0.002,0.012,0.022000000000000002,0.4,27.0,18.0,0
0.006,0.045,0.011000000000000001,0.7,88.0,40.0,0
0.006999999999999999,0.077,0.004,1.3,69.0,55.0,0
0.005,0.027999999999999997,0.013000000000000001,0.3,49.0,20.0,0
0.005,0.059000000000000004,0.003,0.6,61.0,51.0,0
0.003,0.07200000000000001,0.003,0.8,44.0,39.0,0
0.002,0.009000000000000001,0.027000000000000003,0.5,50.0,33.0,0
0.005,0.017,0.027000000000000003,0.4,24.0,11.0,0
0.002,0.008,0.044000000000000004,0.2,26.0,4.0,0
0.006,0.028999999999999998,0.02,0.6,52.0,30.0,0
0.003,0.057999999999999996,0.004,0.8,47.0,15.0,0
0.003,0.015,0.043,0.3,28.0,13.0,0
0.005,0.035,0.01,0.4,33.0,11.0,0
0.006,0.021,0.03,0.5,21.0,8.0,0
0.004,0.068,0.003,1.1,50.0,42.0,0
0.004,0.011000000000000001,0.024,0.4,40.0,19.0,0
0.006,0.01,0.038,0.4,17.0,7.0,0
0.002,0.039,0.027000000000000003,0.4,23.0,15.0,0
0.003,0.013999999999999999,0.016,0.3,11.0,4.0,0
0.004,0.023,0.028999999999999998,0.4,59.0,20.0,0
0.003,0.013999999999999999,0.040999999999999995,0.3,16.0,10.0,0
0.004,0.013000000000000001,0.027999999999999997,0.4,35.0,17.0,0
0.003,0.022000000000000002,0.026000000000000002,0.5,20.0,12.0,0
0.003,0.026000000000000002,0.022000000000000002,0.4,21.0,14.0,0
0.004,0.026000000000000002,0.024,0.4,46.0,25.0,0
0.005,0.04,0.001,2.0,46.0,25.0,0
0.006,0.042,0.013999999999999999,0.6,65.0,52.0,0
0.005,0.055,0.002,1.3,42.0,21.0,0
0.003,0.013999999999999999,0.047,0.7,43.0,20.0,0
0.005,0.033,0.012,0.6,48.0,34.0,0
0.001,0.015,0.027000000000000003,0.3,23.0,9.0,0
0.004,0.044000000000000004,0.006999999999999999,0.6,25.0,14.0,0
0.005,0.013999999999999999,0.038,0.4,24.0,11.0,0
0.003,0.018000000000000002,0.049,0.3,12.0,5.0,0
0.004,0.05,0.002,0.8,54.0,36.0,0
0.005,0.039,0.016,0.5,54.0,44.0,0
0.003,0.018000000000000002,0.033,0.5,27.0,12.0,0
0.005,0.009000000000000001,0.032,0.4,6.0,6.0,0
0.005,0.033,0.006999999999999999,0.5,28.0,24.0,0
0.003,0.018000000000000002,0.026000000000000002,0.3,29.0,10.0,0
0.004,0.048,0.008,0.7,38.0,22.0,0
0.005,0.032,0.067,0.6,51.0,34.0,0
0.004,0.02,0.042,0.5,48.0,33.0,0
0.002,0.011000000000000001,0.049,0.3,28.0,8.0,0
0.002,0.011000000000000001,0.027999999999999997,0.2,3.0,3.0,0
0.005,0.042,0.049,0.5,50.0,36.0,0
0.002,0.013000000000000001,0.032,0.3,7.0,6.0,0
0.002,0.021,0.051,0.4,41.0,15.0,0
0.004,0.049,0.002,0.8,58.0,33.0,0
0.002,0.025,0.004,0.4,38.0,22.0,0
0.005,0.017,0.042,0.4,30.0,13.0,0
0.002,0.03,0.02,0.4,39.0,18.0,0
0.004,0.040999999999999995,0.016,0.6,114.0,70.0,0
0.006,0.009000000000000001,0.023,0.4,28.0,14.0,0
0.006,0.028999999999999998,0.048,0.7,78.0,53.0,0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
0.005,0.03,0.002,0.6,25.0,11.0,0
0.011000000000000001,0.03,0.034,0.5,42.0,16.0,0
0.004,0.026000000000000002,0.006,0.5,41.0,19.0,0
0.003,0.006,0.026000000000000002,0.4,40.0,13.0,0
0.003,0.013999999999999999,0.018000000000000002,0.4,17.0,10.0,0
0.003,0.047,0.013999999999999999,1.0,116.0,57.0,0
0.003,0.063,0.003,0.5,44.0,23.0,0
0.006,0.042,0.002,0.6,30.0,19.0,0
0.006,0.073,0.004,1.0,69.0,37.0,0
0.003,0.026000000000000002,0.006999999999999999,0.5,24.0,11.0,0
0.004,0.027999999999999997,0.021,0.5,31.0,21.0,0
0.005,0.038,0.016,0.9,136.0,72.0,0
0.006,0.021,0.019,0.5,18.0,8.0,0
0.006,0.039,0.017,0.7,60.0,27.0,0
0.002,0.013000000000000001,0.027000000000000003,0.8,53.0,42.0,0
0.003,0.008,0.046,0.5,31.0,26.0,0
0.005,0.032,0.027999999999999997,0.7,70.0,45.0,0
0.003,0.032,0.017,0.3,15.0,6.0,0
0.002,0.024,0.008,0.4,30.0,15.0,0
0.004,0.019,0.02,0.2,20.0,17.0,0
0.003,0.051,0.002,1.0,49.0,23.0,0
0.004,0.019,0.07200000000000001,0.4,25.0,12.0,0
0.006999999999999999,0.033,0.005,0.6,55.0,18.0,0
0.004,0.021,0.032,0.2,27.0,22.0,0
0.005,0.02,0.045,0.5,41.0,18.0,0
0.006,0.040999999999999995,0.003,0.9,82.0,56.0,0
0.004,0.023,0.08900000000000001,0.3,47.0,25.0,0
0.003,0.009000000000000001,0.011000000000000001,0.3,19.0,14.0,0
0.006,0.036000000000000004,0.023,0.5,34.0,25.0,0
0.004,0.064,0.002,1.0,64.0,32.0,0
0.003,0.027999999999999997,0.002,0.7,10.0,8.0,0
0.0,0.0,0.0,0.0,35.0,31.0,0
0.004,0.006,0.044000000000000004,0.3,27.0,10.0,0
0.006,0.043,0.012,0.4,47.0,24.0,0
0.004,0.013000000000000001,0.037000000000000005,0.3,20.0,7.0,0
0.004,0.022000000000000002,0.042,0.4,58.0,15.0,0
0.004,0.023,0.042,0.4,81.0,61.0,0
0.006,0.02,0.013999999999999999,0.4,19.0,14.0,0
0.003,0.013000000000000001,0.040999999999999995,0.2,12.0,10.0,0
0.005,0.069,0.004,1.1,59.0,43.0,0
0.006,0.021,0.033,0.0,40.0,18.0,0
0.002,0.077,0.006999999999999999,0.5,62.0,36.0,0
0.005,0.012,0.040999999999999995,0.4,56.0,23.0,0
0.003,0.034,0.002,0.5,16.0,11.0,0
0.005,0.021,0.012,0.4,18.0,11.0,0
0.01,0.032,0.031,0.7,60.0,49.0,0
